11.gif	-0.12918	0.00168	-0.06122	-0.10799	-0.12516	-0.12036	0.01529	0.19269	0.33432	
19.gif	-0.00038	-0.02713	0.04988	0.11260	-0.03311	0.04132	-0.09138	-0.01812	0.36064	
8.gif	0.05285	-0.02798	0.06680	0.00008	-0.04582	0.03972	-0.05403	-0.03065	0.30051	
9.gif	0.00310	0.01957	0.01488	0.05860	-0.01208	0.04986	-0.03852	-0.06241	0.23564	
airplaneGray.bmp	-0.04419	-0.05732	-0.10792	-0.06689	-0.04370	-0.10530	-0.07195	0.02476	0.33835	
baboon.BMP	0.02448	-0.01599	-0.09869	0.09531	-0.13741	0.04794	0.05701	-0.04437	0.25964	
bank.BMP	-0.03036	0.00197	0.00594	-0.13826	0.05949	-0.13783	0.02696	0.05828	0.32930	
bank1.BMP	-0.11405	-0.04120	-0.01502	-0.08149	0.01239	-0.24863	-0.25271	0.12219	0.22003	
barbara.png	-0.04451	-0.03115	-0.05412	-0.01505	-0.04443	0.06751	-0.00231	0.03313	0.33951	
boat.BMP	-0.01352	-0.00673	0.01545	0.03276	0.01772	0.03139	-0.00255	0.00145	0.24973	
boat.png	0.06304	0.00003	0.03741	0.06109	-0.00494	0.09054	-0.00292	-0.07577	0.38383	
brain.BMP	-0.00054	0.01064	0.00272	-0.02918	0.02400	-0.02533	0.01416	0.00211	0.30765	
brain1.BMP	0.08445	0.01084	-0.03978	-0.00386	0.04575	-0.07680	-0.02374	0.03095	0.20668	
bridge.tiff	-0.03458	0.05471	-0.08744	0.10144	-0.06508	0.11111	0.04878	-0.00277	0.25157	
cman.BMP	0.01603	-0.00520	-0.06187	-0.07420	-0.01756	-0.00204	0.03070	-0.00502	0.16669	
cman1.BMP	0.06922	-0.11669	-0.11594	0.06126	0.01423	0.01759	-0.12656	0.10754	0.37114	
columbia.tiff	-0.03201	-0.03341	-0.08714	-0.16436	0.00973	-0.00213	0.09056	0.03109	0.24648	
couple.bmp	-0.03596	0.00691	0.00819	-0.04360	0.02673	-0.06293	-0.00370	-0.00869	0.22211	
crowd.BMP	-0.03754	0.00374	-0.06357	-0.04036	-0.05003	-0.05959	-0.09092	0.05086	0.27932	
face.BMP	0.06403	0.00517	-0.02101	-0.01666	0.02838	0.02615	0.04120	-0.00468	0.19868	
face1.BMP	0.02641	0.00632	0.05412	0.08418	0.00691	0.07239	-0.06828	-0.04101	0.30276	
Fig0222(c)(crowd).tif	-0.00851	-0.03584	-0.02405	0.03127	0.00537	-0.01098	-0.02507	0.08215	0.22544	
fingerprint.png	0.00826	0.01202	0.01670	-0.04059	0.02050	-0.05203	0.01668	0.02625	0.33758	
flinstones.png	0.01367	-0.04817	-0.01193	-0.03952	0.00450	0.03832	-0.01775	0.02698	0.19556	
flowr.BMP	0.14995	0.05218	0.09172	0.12865	0.10735	0.14934	0.05206	-0.12697	0.37826	
girl512.BMP	-0.03847	-0.03253	-0.01977	0.03185	-0.00110	-0.01068	-0.01586	0.05683	0.28892	
hat.BMP	-0.00319	-0.01169	-0.00810	0.01959	-0.04353	0.01882	-0.02392	0.04171	0.22390	
house.png	0.02061	0.00697	-0.06063	0.05911	0.00088	0.07982	0.03238	0.02872	0.20410	
lake.tiff	0.02554	-0.03613	-0.03024	-0.13692	0.01267	-0.09451	-0.05951	0.01638	0.29288	
lax.tiff	-0.09127	0.04481	-0.01546	-0.09558	-0.02172	-0.14640	-0.01684	0.05658	0.42709	
lena256.bmp	-0.02455	-0.03834	-0.12600	0.01633	0.06015	-0.06844	-0.00487	0.09796	0.25338	
lena512.bmp	-0.06655	0.00581	-0.02848	-0.05242	-0.03962	-0.05189	0.00308	0.03331	0.38716	
loco.BMP	0.08143	0.01523	0.00477	0.15845	0.03502	0.07223	-0.06358	0.04246	0.32775	
man.tiff	-0.03818	0.02933	-0.04338	0.00611	0.01551	0.01427	0.04784	0.01233	0.22543	
martha.BMP	0.08961	0.02570	0.08795	-0.05469	0.01988	0.08858	0.09211	-0.16682	0.28006	
milkdrop.tiff	-0.06973	-0.00296	0.03843	-0.10025	-0.03558	-0.17931	-0.14452	0.03172	0.36385	
peppers.bmp	0.03636	-0.07629	-0.05298	-0.09761	0.04271	-0.05333	-0.08980	0.00702	0.28413	
reagan.BMP	0.06364	0.00234	0.02164	0.02088	0.02641	0.04838	0.03155	-0.02438	0.36271	
woman1.tiff	-0.15394	-0.12885	-0.21723	-0.17356	-0.12985	-0.22319	-0.18787	0.05628	0.36940	
woman2.tiff	-0.00745	-0.01278	0.01348	-0.02977	-0.00265	-0.04709	-0.01652	0.02735	0.31622	
