wrm0_11.gif	-1.11685	-0.90053	-1.10103	-1.40702	-1.28858	-1.20250	-0.99419	-0.27521	0.96384	
wrm0_19.gif	-0.99842	-0.93107	-0.97945	-1.18927	-1.17480	-1.03117	-1.09522	-0.47477	0.98298	
wrm0_8.gif	-0.95781	-0.94739	-0.98521	-1.32497	-1.21310	-1.05512	-1.07818	-0.49794	0.98294	
wrm0_9.gif	-0.99750	-0.89138	-1.03001	-1.25486	-1.17148	-1.03770	-1.05603	-0.52476	0.98433	
wrm0_airplaneGray.bmp	-1.05525	-0.97681	-1.16035	-1.39185	-1.21184	-1.20046	-1.09687	-0.44267	0.98341	
wrm0_baboon.BMP	-0.98615	-0.93486	-1.15031	-1.22933	-1.30509	-1.04590	-0.96649	-0.51197	0.96641	
wrm0_bank.BMP	-1.03142	-0.90720	-1.03036	-1.44506	-1.09139	-1.21628	-0.98165	-0.40486	0.97909	
wrm0_bank1.BMP	-1.10730	-0.94096	-1.03667	-1.37904	-1.12188	-1.31783	-1.25028	-0.32814	0.90504	
wrm0_barbara.png	-1.05625	-0.95055	-1.10646	-1.33906	-1.21295	-1.02675	-1.02555	-0.43370	0.99096	
wrm0_boat.BMP	-1.02409	-0.92610	-1.03671	-1.29256	-1.14975	-1.06357	-1.02676	-0.46610	0.99287	
wrm0_boat.png	-0.94784	-0.91974	-1.01316	-1.26397	-1.17197	-1.00453	-1.02605	-0.54361	0.98796	
wrm0_brain.BMP	-0.92838	-0.81257	-0.90375	-1.19100	-0.98823	-0.97072	-0.87164	-0.41779	0.98794	
wrm0_brain1.BMP	-0.84820	-0.80706	-0.88985	-1.18575	-0.90603	-0.99801	-0.85780	-0.26205	0.95899	
wrm0_bridge.tiff	-1.03852	-0.85744	-1.13510	-1.21690	-1.22691	-0.97671	-0.96845	-0.46721	0.96772	
wrm0_cman.BMP	-0.99297	-0.92374	-1.11341	-1.39810	-1.18403	-1.09648	-0.99237	-0.47155	0.98464	
wrm0_cman1.BMP	-0.93874	-1.03283	-1.16663	-1.25940	-1.15166	-1.07472	-1.14679	-0.35904	0.97464	
wrm0_columbia.tiff	-1.04216	-0.95275	-1.13780	-1.48604	-1.15758	-1.09513	-0.93314	-0.43347	0.97446	
wrm0_couple.bmp	-1.04503	-0.91225	-1.04107	-1.36627	-1.13869	-1.15638	-1.02540	-0.47653	0.98765	
wrm0_crowd.BMP	-1.05718	-0.92542	-1.10712	-1.36552	-1.20994	-1.15525	-1.10718	-0.40216	0.98141	
wrm0_face.BMP	-0.94653	-0.91407	-1.07306	-1.34188	-1.13904	-1.06871	-0.98288	-0.47231	0.98907	
wrm0_face1.BMP	-0.98446	-0.91382	-0.99781	-1.24002	-1.16070	-1.02271	-1.09265	-0.50799	0.98660	
wrm0_Fig0222(c)(crowd).tif	-1.01593	-0.95245	-1.06993	-1.28656	-1.15777	-1.10208	-1.04363	-0.38253	0.98981	
wrm0_fingerprint.png	-1.00271	-0.90736	-1.03583	-1.36603	-1.14744	-1.14662	-1.00703	-0.44146	0.99202	
wrm0_flinstones.png	-0.93691	-0.88168	-1.01621	-1.25855	-1.07051	-0.98018	-0.95042	-0.42009	0.98169	
wrm0_flowr.BMP	-0.60844	-0.63788	-0.69132	-0.85990	-0.75933	-0.66845	-0.70429	-0.46827	0.93884	
wrm0_girl512.BMP	-1.02539	-0.92956	-1.02770	-1.24832	-1.11040	-1.06289	-0.99772	-0.36772	0.99104	
wrm0_hat.BMP	-1.00373	-0.92167	-1.04734	-1.29079	-1.19671	-1.06383	-1.03572	-0.42069	0.99338	
wrm0_house.png	-0.98996	-0.91239	-1.11279	-1.26621	-1.16659	-1.01515	-0.99183	-0.43883	0.98240	
wrm0_lake.tiff	-0.98511	-0.95528	-1.08181	-1.46135	-1.15608	-1.18837	-1.08215	-0.45122	0.98070	
wrm0_lax.tiff	-1.09927	-0.87186	-1.06530	-1.41624	-1.18854	-1.23735	-1.03737	-0.40997	0.98780	
wrm0_lena256.bmp	-1.03512	-0.95770	-1.17816	-1.30900	-1.10732	-1.16341	-1.02908	-0.36959	0.97948	
wrm0_lena512.bmp	-1.07706	-0.91280	-1.08022	-1.37692	-1.20750	-1.14574	-1.02043	-0.43431	0.99326	
wrm0_loco.BMP	-0.80332	-0.79730	-0.95608	-1.00163	-1.02720	-0.92100	-0.99708	-0.36338	0.96990	
wrm0_man.tiff	-1.05095	-0.89175	-1.09804	-1.32044	-1.15770	-1.08239	-0.97762	-0.45627	0.99214	
wrm0_martha.BMP	-0.91759	-0.89292	-0.95547	-1.37153	-1.13981	-1.00346	-0.92418	-0.63353	0.96390	
wrm0_milkdrop.tiff	-1.07962	-0.92228	-1.00933	-1.42522	-1.20098	-1.27543	-1.16653	-0.44027	0.98014	
wrm0_peppers.bmp	-0.97462	-0.99719	-1.10308	-1.42275	-1.12376	-1.14945	-1.11176	-0.46237	0.97464	
wrm0_reagan.BMP	-0.94663	-0.91688	-1.03266	-1.30373	-1.14306	-1.04512	-0.99218	-0.48993	0.99182	
wrm0_woman1.tiff	-1.15636	-1.03530	-1.25517	-1.48583	-1.28435	-1.30506	-1.19830	-0.41075	0.95082	
wrm0_woman2.tiff	-1.01402	-0.92715	-1.03345	-1.34817	-1.16695	-1.13522	-1.03513	-0.43729	0.99308	
